,french,bassa
977,ON APPELAIT ces livres la collection arc-en-ciel ,BA BÉ sébél bikaat bi le nyum
979,"Tout comme il l’a fait en Galilée, Jésus réprimande ceux qui lui demandent un signe du ciel","Kiki Yésu a boñ i Galiléa, a nkônd bôt ba yé bat nye ngim yimbne i nlôl i ngii"
981,Jésus les a chassés du ciel et il les a jetés sur la terre,"Yésu a mbuñga bo ngii, inyu leñ bo isi"
983,"Les Cananéens avaient pour principal dieu Baal, dieu de la fertilité, également considéré comme divinité du ciel, de la pluie et de la tempête","Ikété mop ma bon ba Kanaan ba bé béghak, li bisu li bé Baal, djob li ntômbôs hisi inyu boñ le hi ti bijek, nu a bé nene kiki djob li ngii, li nop, li mbuk mbebi"
985,"Offre : En lisant cet article de La Tour de Garde, vous découvrirez ce que Jésus et son Père nous apprennent sur le ciel",Inyu ti mbamble: I La Tour de Garde nunu a ntoñle bés mam Yésu bo Isañ ba bi yelel inyu liyééne jap nyoo ngii
987,"Selon Matthieu 17:1-5, à quelle occasion Jéhovah a- t- il parlé depuis le ciel, et qu’a- t- il dit ?","Inoñnaga ni kaat Matéô 17:1-5, imbe ngéda Yéhôva a bi pot kiñ i lôlak i ngii, kii a kal?"
988,Pourquoi voyons- nous différentes couleurs dans le ciel ?,Inyuki di ntehe mintén ni mintén mi minsonol i ngii?
989,"Les chrétiens oints le font en ce sens que Jéhovah les considère comme purs et qu’il leur accordera la vie immortelle au ciel, ce qui leur vaudra un bonheur sans fin","Bikristen bi bi yé minhook bi nso mintingil nwap mi mbot, i nya yé le bi mpôp i mis ma Yéhôva, a bi ti ki bo niñ i ngii i het bi ga wo ha bé, ni i het bi ga ba maséé i boga ni boga"
991,"L’apôtre Jean a donné leur nombre exact : il a vu Jésus qui se tenait debout sur le mont Sion [au ciel], et avec lui 144 000 ","Ñôma Yôhanes a bi ti ñañga wap ngéda a bi tehe Yésu a téé ngii hikôa Siôn [nyoo ngii], nye ni 144 000 bôt"
993,Jéhovah a décidé que 144 000 humains vivraient au ciel,Yéhôva a bi pohol 144 000 bôt i ke niñ i ngii
995,"Dans le chapitre 8, nous avons appris que Jésus est devenu Roi au ciel en 1914 ","I Pes 8, di bi nigil le Yésu a bi yila Kiñe i ngii i ñwii 1914"
997,"Elle s’attache à consoler tous les humains par cette bonne nouvelle : depuis le ciel, le royaume de Dieu supprimera bientôt toute méchanceté et transformera la terre en paradis","Ñañ wé nlam u nti ki bôt hogbe le, ndék ngéda Ane Ngii i Nyambe i ga mélés béba, i yilha ki hisi paradis"
999,"Mais le jour où Loth est sorti de Sodome, une pluie de feu et de soufre est tombée du ciel et les a tous détruits","Ndi i kel Lôt a bi nyodi i Sôdôm, nop hié ni solfa a no, a lôlak i ngii, a tjé bobasôna"
1001,"Ses apôtres continuaient de regarder vers le ciel, mais il était parti","Banigil ba bi kida ba nun ngii, ndi Yésu a bé nkenek"
1003,"Priez pour que la volonté de Dieu soit faite sur la terre, comme elle est faite au ciel",Soohe le sômbôl i Djob i bôña ngii ni isi
1005,"S’ils estiment que quelqu’un a commis un péché et a besoin d’être discipliné, leur jugement sera déjà lié au ciel","Ibale ba nôgda le mboñbéba a gwé ngôñ ni mahôla, i jam b’a téñ jon ‘l’a tiña ngii"
1007,Le Dieu du ciel établira un royaume qui ne sera jamais supprimé ,Nyambe nu ngii yosôna a’ téé ngim ane i yé le y’a tjiba bé kekikel
1009,"Honnêtement, reconnaître que Jéhovah est le vrai Dieu lorsqu’on a vu du feu tomber du ciel en réponse à une prière n’est pas une démonstration de foi extraordinaire","I pot maliga, i neebe le Yéhôva nyen a yé bañga Djob inyule u ntehe nye a ñep hié hi nlôl i ngii inyu timbhe masoohe, li ta bé nson u hémle ikeñi"
1011,Oindre d’esprit saint : Jéhovah utilise son esprit saint pour inviter une personne à régner avec Jésus au ciel,Nhook ni mbuu mpubi: Yéhôva a ngwélél mbuu mpubi wé inyu sébél mut nu a nlama ane ni Yésu i ngii
1013,"En effet, quand ils ressusciteront, les hommes ne se marieront pas et les femmes ne seront pas données en mariage, mais ils seront comme des anges dans le ciel","Inyule ngéda ba nlo i bitugne, bôlôm ba mbii bé, to bôda ba nke bé i mabii, ndi ba yé kiki biañgel i ngii"
1015,"Aujourd’hui, la plupart des chrétiens ne sont pas oints ; ils n’ont pas été choisis pour régner avec Christ au ciel","I len ini, libim li bikristen li li tiñi ni Djob, li ta bé minhook"
1017,"Je plie les genoux devant le Père, à qui toute famille au ciel et sur la terre doit son nom ","Inyu hala nyen me ñumul maboñ isi bisu bi Tata, inyu yé nyen mahaa momasôna i ngii ni ’isi ma ñôbna jôl"
1019,Rappelle le thème de ton discours tout au long de son développement par la répétition des mots clés du thème ou par l’emploi de synonymes,"Hôñlaha bôt ño nkwel woñ mu ngéda yosôna u mba u nti nkwel, u tiimbaga balôm ba bibuk ba ño nkwel tole u gwéélak bibuk bipe bi bi gwé nlélém ndoñi"
1021,C’est la clé du contentement,Mam ba gwé ma kôli ni bo
1023,PIERRE REÇOIT LES CLÉS DU ROYAUME,PÉTRÔ A NKÔS DILIBA DI ANE
1024,"Si nécessaire, pose d’autres questions pour faire ressortir des idées clés","Bat mambadga mape; ibale hala a yé nseñ, yigye balôm ba mam"
1026,"Si possible, illustre les idées clés par des informations peu connues ou des faits d’actualité","Ibale u nla, gwélél miñañ mi mi nlôôha bé yiba, tole manwin ma ma nsôk pam, inyu toñol balôm ba mahoñol"
1028,Son précieux sang fournit la clé,Tik matjél mé ma nkobol bés
1030,Jésus révèle la clé du bonheur,Yésu a nkal kii i yé hiliba hi maséé
1031,"Jésus poursuit : Malheur à vous qui êtes spécialistes de la Loi, parce que vous avez enlevé la clé de la connaissance","Yésu a nkônde le: Ngoo ni bé ba ni nyi mbén Môsi ngandak, inyule ni bi sôô bôt njel i bana yi"
1033,Introduis chaque passage d’une façon qui attire l’attention de tes auditeurs sur l’idée clé que tu veux en faire ressortir,Jubus hiki nlôñ u Bibel nya i i nhôla bôt ba ñemble we i tibil nok nlôm litode li nlôñ u Bibel u nyéñ toñol
1035,Quelle est la clé du bonheur familial ?,Kii i yé hiliba hi maséé ikété ndap lihaa?
1036,75 Jésus révèle la clé du bonheur,75 Yésu a nkal kii i yé hiliba hi maséé
1037,"Même si elle jouait un rôle clé, elle veillait à toujours respecter les frères responsables de la ferme","Tolakii Ete nyen a bé éga bôlô i lôñôl bijek bipôs, a bé ti ndémbél ilam i suhulnyu i pañ lôk kéé i bôlôm i i bé bakena wom"
1039,Clé no 7 Valeurs,Maéba 7 mam ma yé mahee
1040,"Étant donné que tous les maris et les femmes sont imparfaits, une clé du bonheur conjugal est d’apprendre à pardonner","Kiki bôlôm ni bôda bobasô ba ta bé peles, ba nlama nwéhlana; hala a yé hiliba hiada inyu boñ le libii li ba masé"
1042,"Pour introduire une pensée clé, pose des questions qui piquent la curiosité","Bat mbadga i i ntinde bôt i hek pék, ngeñ u nyéñ jubus biniigana bi mahee"
1044,Clé no 11 Ardeur au travail,Maéba 11 I ba mut bôlô
1045,"Si, pour introduire le verset, tu as indiqué une raison claire de le lire, explique le rapport entre les mots clés du verset et cette raison","Ibale u njubus nlôñ u Bibel, u ban-ga njom ilam i añ wo, unda maada balôm ba bibuk ba nlôñ u Bibel unu ba gwé ni i njom i"
1047,clés du bonheur familial,Maéba inyu maséé ma ndap lihaa
1048,Il promet à Pierre : Je te donnerai les clés du royaume des cieux ,A mbôn Pétrô le: M’a ti we diliba di Ane ngii
1050,"Elle admet : Comme j’ai grandi dans une famille où tout le monde se mettait souvent en colère, je dois lutter aujourd’hui encore contre ce sentiment","A nkal le: Letee ni i len ini, me ngi jok ni hiun, inyule me bi nañ i lihaa i het hiki mut a bé bep unup"
1052,La juste colère de Jéhovah contre les Ninivites est tout bonnement retombée,Hiun Yéhôva a bééna inyu bôt ba Ninivé hi bi sôs ndigi
1054,"Puis il demande : Si un homme reçoit la circoncision un jour de sabbat afin que la Loi de Moïse soit respectée, pourquoi cette explosion de colère contre moi parce que j’ai guéri complètement un homme un jour de sabbat ?","I mbus, a mbat le: Ibale ni nkwee mut i kel sabat kayéle ni bôk bañ mbén Môsi, inyuki ni nlôôha unbene me inyule me mélés mut kon wé wonsôna i kel sabat?"
1055,"En entendant ce que cet homme riche avait fait, David s’est mis très en colère","Ngéda David a nok i jam ngwañ mut u boñ, hiun hié hi kala"
1057,Qu’est- ce qui a aidé Stephen à chasser la colère et les grossièretés ?,Kii i bi hôla Stephen i nwas hiun ni bibuk bibe?
1058,"Se laisser aller à la colère peut nuire à la santé, mais la contenir peut aussi être néfaste","Hiun hi nla tééñga mbôô nan, ndi i tééda hio i nla ki ba ndutu"
1060,Les chefs religieux étaient tellement en colère qu’ils ont voulu tuer les apôtres,"Baéga base ba unup, ba kahal yéñ manjel i nol baôma"
1062,Mais les prêtres et les sadducéens étaient en colère,"Ndi biprisi, ni bôt ba bé sébél le Sadukai, ba bi unup"
1064,Peut-être que des paroles dures ou une punition sous le coup de la colère l’embarrasseront ou le feront taire,"Ibale bagwal ba nleñ nye bibuk bibe, tole ba kogse nye ikété hiun, bebeg le hala a ga wéha mañge nyuu, a nyégsa ki nye i yip nyo wé"
1066,"Elle explique : Quand des gens réagissent avec agressivité, j’essaie de penser à Proverbes 19:11, qui dit : La perspicacité d’un homme retarde sa colère","A nkal le: Ngéda ba bé tééñga me, me bi tééda pes kaat i Bingéngén 19:11 mahoñol, i i nkal le: Mut yihe a mpala bé nyai"
1068,"Cela te surprend- il, ou même cela te met- il en colère ?",Baa hala a nhélés we
1069,"Des périodes d’anxiété, de colère et de culpabilité","Woñi, hiun, i ômba nsohi"
1071,"Au lieu de se repentir, Yona se justifie : C’est avec raison que je me suis enflammé de colère, jusqu’à la mort","Iloole a tam béba yé, Yôna a mbôdôl kaa, a kal le: Me mboñ loñge i kala ni hiun nya i yé le me kôli wo"
1073,"Par exemple, que pourrait- il se passer si nous prenions une décision sous le coup de la colère ?","Kiki hihéga, kii i ga pémél bés ibale di nyoñ makidik ngéda di yé ñunbak?"
1074,Satan est en colère : il sait que Dieu va bientôt le faire disparaître,Satan a yé ñunbak inyule a ngi gwé ndigi ndék isii ngéda ilole Djob a ntjé nye
1076,"Paul a exhorté les chrétiens : Que toute amertume malveillante, et fureur, et colère, et cri, et injure, soient enlevés de chez vous","Paul a bi béhe bikristen le: Hénana lôlha ôa yosôna ikété nan, ni nyai, ni hiun, ni jenakiñ, ni liôbôsjôl"
1078,Comment maîtriser sa colère quand l’atmosphère est tendue ?,"Lelaa ni nla gwel hiun hinan ngéda ñem u nloñ bé, tole ngéda ba nsuu bé jomol tole bisañ?"
1079,"Mes bien-aimés, ne vous vengez pas vous- mêmes, mais laissez agir la colère de Dieu ","A bagwéha, ni pun bañ bébomede, ndi tina ndigi hiun hi Nyambe pôla"
1081,Parce que le Diable est très en colère : il sait qu’il ne lui reste qu’une courte période ,"Inyule Nsohop a yé ñunbak, lakii a nyi le a ngi gwé ndigi ndék isii ngéda"
1083,"Et quand quelqu’un voue sa vie à Jéhovah et se fait baptiser, ils sont en colère","Ba yé ñunbak ngéda mut a nti nyemede nkikip yak Yéhôva, ni i ngéda a nsôblana"
1085,"Quand le roi a appris qu’il n’avait pas annulé une si petite dette, il s’est mis en colère","Ngéda kiñe i bi nok le nkol u ntjél nwéhél manyañ inyu isii pil, a unup kiyaga"
1087,"Jéhovah redemande à Yona s’il a raison de se mettre en colère, à présent à cause de la mort du lagenaria",Yéhôva a ntémb a bat Yôna ibale a kôli unup hala inyule e i nwo
1089,"Par contre, il existe d’autres créatures spirituelles qui, elles, sont dans une colère terrible lors des baptêmes","Maselna ni maséé biañgel bi nok, ngim bihégél bi mbuu bi mbéñge sôble ikété hiun hikeñi"
1091,"De plus, il ne décide pas de ses actions dans un mouvement de colère, contrairement à beaucoup d’humains","Jam lipe li yé le Djob a mboñ bé mam ndik inyule ngim yom i nhénd nye ñem, kiki bôt ba binam ba mbéna boñ ngéda ba nkala ni hiun"
1093,"D’après Exode 23:9, comment les serviteurs de Dieu devaient- ils traiter les étrangers, et pourquoi ?","Inoñnaga ni kaat Manyodi 23:9, lelaa litén li Djob li kôba li bé lama tééda bakén, inyuki?"
1094,b) Comment Jéhovah bénit- il Hanna ?,Lelaa Yéhôva a nkônde sayap Hana?
1095,Comment sa mère va- t- elle le discipliner ?,Lelaa ni nyañ a ga kodol nye?
1096,Comment Éliézer a- t- il compris que Rébecca était la femme qu’il fallait pour Isaac ?,Lelaa Éliézer a bi pam i yi le Rébéka a bé muda Isak a bé lama bii?
1097,"Questions : D’après ce que Jésus a enseigné, comment doit- on prier ?",Mambadga: Kii Yésu a bi kal banigil bé inyu niiga bo masoohe?
1098,Comment les paroles de Marie font- elles ressortir,Lelaa bibuk bi Maria bi ñunda 
1102,"Comment Jésus envoie- t- il ses apôtres prêcher, et quelles instructions leur donne- t- il ?","Lelaa Yésu a ñom baôma bé 12 likalô, mambe maéba a nti bo?"
1103,Comment Abraham a- t- il démontré sa confiance en Dieu ?,Lelaa Abraham a bi éba le a bé bôdôl Djob ñem?
1104,Comment trouver ceux qui ont l’état d’esprit qu’il faut pour avoir la vie éternelle ?,"Lelaa di nla yi i bet ba gwé libak lilam inyu niñ boga, ni lelaa di nla léba bo?"
1105,"De nos jours, des commentateurs de la Bible critiquent le dénouement de cette épreuve sur le mont Carmel","I len ini, bôt bahogi ba ñôm Bibel nsohi le ñañ u pééna i hikôa hi Karmel u mbep mal"
1107,Comment était la vie au début ?,Niñ i bé lelaa ikété paradis?
1108,b) Comment ce couple est- il resté fort spirituellement ?,Lelaa bagwal ba bi boñ inyu tééda hémle ngui?
1109,"Qu’avons- nous appris de l’histoire de Yiphtah et sa fille, et comment pouvons- nous les imiter ?",Bimbe biniigana di ñôt i ñañ u Yéfta bo ngond yé? Lelaa di nla kôna bo?
1110,b) Comment Jéhovah peut- il nous aider si nous avons le bon point de vue sur notre situation ?,Lelaa Yéhôva a nhôla bés ngéda di mboñ biliya i bugus mam ma mbuu i niñ yés?
1111,Comment nous habillons- nous pour les réunions ou la prédication ?,Lelaa di nhaba ngéda di nke i makoda ni i likalô?
1112,Comment l’espérance peut- elle réduire nos inquiétudes ?,Lelaa ngui i botñem i nla suhus nduña?
1113,Comment donner des encouragements efficaces ?,Lelaa di nla ti bôt makénd i nya i ntihba toi miñem nwap?
1114,Comment faire en sorte que le stratagème de Satan ne réussisse pas à nous influencer ?,"Lelaa di nla ba nkwoog nkaa le hipa hi Satan hi, hi yumus bañ bés?"
1115,Comment sœur Pötzinger* a- t- elle utilisé son temps avec sagesse durant son isolement ?,Lelaa Sita Pötzinger* a bi gwélél ngéda yé ni pék i ngeñ a bé i ndap yé mok nyetama?
1116,Comment Jéhovah les a- t- il aidés à se sentir en sécurité ?,"Lelaa Yéhôva a boñ le litén jé li nôgda le a ntat jo, a tohlak ki jo?"
1117,Notre corps et nos vêtements,Nyuu yés ni mambot més
1119,Son corps est transpercé après sa mort,"I mbus nyemb yé, ba ntôp nye nyuu"
1120,Il en est qui croient que les vivants possèdent une âme immortelle qui reste en vie après la mort du corps,"Bôt bape ba nhoñol le bayômi ba gwé mbuu u u nwo bé, u u nkônde niñ mbus nyemb nyu"
1122,Ceci représente mon corps [,Yimbne i nyuu yem ini
1127,"Après la mort de Jésus, un homme riche qui s’appelait Joseph a demandé à Pilate la permission de descendre le corps de Jésus du poteau","Mbus nyemb Yésu, ngwañ mut wada le Yôsep, u bat Pilatô kunde i héa mim u Yésu i ngii kék"
1129,"Même Abner, le garde du corps de Saül, dormait","Abner, ntat Saulô, a bé ke ’ilo"
1131,"Ces pratiques sont mauvaises pour trois raisons : 1) elles rendent esclaves, 2) elles abîment le corps, et 3) elles sont impures ","Ma maboñok ma yé mabe inyule ma yilha bés minkol nwap, ma nkônôs manyu més, ni ma yé nyega"
1133,"▪ CONSOLIDE LES FAMILLES ET OBSERVE DES NORMES MORALES ÉLEVÉES : La vraie religion apprend aux maris à aimer leurs femmes comme leurs propres corps , aide les femmes à acquérir ‘ un profond respect pour leurs maris ’, et enseigne aux enfants qu’ils doivent ‘ obéir à leurs parents ’","▪ BASE MALIGA I ÑUMUS MAHAA NI HÔLA BÔT I BANA BILEM BILAM: Base maliga i niiga bôlôm le ba ‘gwés baa bap kikii bomede,’ i nhôla bôda le ba hôlôs ‘lipém li li nlôl ñem inyu balôm bap,’ i niiga yak boñge le ‘ba nôgôl bagwal bap"
1135,"Le corps entre aussitôt en action pour arrêter le saignement, dilater les vaisseaux sanguins, réparer la blessure et renforcer les tissus","Kunda yada, nyuu i mbôdôl sal inyu kit matjél, yibil minkañ, mélés mbabaa, ni lédés nsôn"
1137,"Marthe, qui comme d’habitude a l’esprit pratique, fait remarquer que le corps doit sentir, quatre jours après le décès","Marta, nu a nsélés boña kiki lem, a mpala kal le mim u nlama numb inyule hala a yé dilo dina nano le Lasarô a bi wo"
1139,"En à peine neuf mois, cette première cellule est devenue un tout petit corps humain fait de milliards de cellules","Ndik i mbus sôñ bôô nyen i hiomom hi bisu hi, hi nhielba nkéñéé man u yak wo u gwé didun di didun di tjomom"
1141,"Il ne reste plus rien de son corps, devenu poussière il y a près de 6 000 ans","Nyuu yé i bi bol kôba, i yila nluñ ték hala a yé bebee le 6 000 ñwii len"
1143,Des passants qui voient ces corps entrent dans la ville sainte et rapportent la nouvelle ,"I bôt ba yé tagbe ba ntehe bañ kiki mim mi yé i mbégdé, ba njôp i tison pubhaga inyu añle bôt mam ba ntip tehe"
1145,"Tous deux enveloppent alors le corps de Jésus dans des toiles de lin, avec les aromates, selon la coutume des Juifs pour les enterrements",Ba nlép mim u Yésu ni bibandas bi bi gwé binunumba kiki lem i Lôk Yuda
1147,133 Le corps de Jésus est préparé et enterré,133 Mim u Yésu u yé nkôôbaga inyu majôna
1148,Son corps s’écrase sur les rochers en contrebas ,A nkwo i ngii liaa a wo
1150,"Mais là où la sagesse merveilleuse de Dieu se voit le plus, c’est dans le corps humain ",Pék i Djob i ntibil yaga bé nene homa numpe kiki ikété nyuu mut binam
1152,"Faites donc mourir les membres de votre corps qui sont sur la terre, pour ce qui est de la fornication, de l’impureté, des désirs sexuels","Nola ni bijô binan bi yé hana ’isi: ndéñg, ni nyega, ni nkañ minheña, ni ngôñ be, ni hép, inyule yon i yé bôñôl bisat"
1154,"Toutes ces croyances sont fondées sur l’idée que l’âme, ou esprit, reste en vie après la mort du corps",Mahoñol mana momasôna ma umne ngii biniigana bini le mbuu u nkônde niñ mbus nyemb nyuu
1156,"Et d’autres religions disent qu’après la mort, on est jugé et on renaît avec un corps différent, un corps humain ou animal","Bibase bipe ki bi niiga le ngéda mut a nwo, ba nkéés nye, mbus a témb a gwéé tole a témb i niñ ni nyuu ipe, bebeg ni nyuu i nuga tole i mut numpe"
1158,"Ainsi, les sorcières ne peuvent pas quitter leur corps",Jon ba jo ngwe’ ba nla bé yék manyu map
1160,"Jéhovah a un corps, mais pas un corps comme le nôtre","Yéhôva a gwé nyu, ndi nyu yé i ta bé kii manyu més"
1162,b) De quel genre d’exercices le corps a- t- il besoin pour se développer et pour parvenir à une parfaite coordination des mouvements ?,Umbe ntén lihianda nyuu i gwé ngôñ inyu hôlôl?
1163,Craignez plutôt celui qui peut détruire à la fois l’âme et le corps dans la géhenne ,"Yésu a nkal le: I bôt ba nla nol nyuu ndi ba nla bé boñ le ni nimis niñ, ni kon bañ bo woñi; ndi nu a nla mélés niñ ni nol nyuu ikété Géhéna, nyen kona woñi"
1165,"Le casque du soldat romain protégeait sa tête, son cou et son visage","Mbéla tole hikôtô sônda Rôma i bé haba i bé hôla nye i hô ño wé, joo jé ni su wé le makoñ ma tihba bañ bijô bi nyuu bi"
1167,"Si quelqu’un fait trébucher un de ces petits qui ont foi en moi, fait remarquer Jésus, il vaudrait mieux pour lui qu’on lui mette autour du cou une meule de moulin que fait tourner un âne, et qu’on le jette à la mer ","Yésu a ñunda le: Nu ni nu a mboñ le mut wada a baage ipôla bôt batitigi bana ba nhémle, i yé nseñ inyu yé le ba yoñ ngok kôgôl jakas li nkiiñaha, ba kañ nye yo i joo, ba leñ nye ikété tuye"
1169,"Il m’a expliqué qu’un des frères qui travaillaient avec lui allait suivre pendant un mois les cours de l’École du ministère du Royaume, après quoi il serait affecté au département pour le service","A bi kal le mankéé wada nu a bé sal ni nye, a bé ke i suklu nson u Ane inyu sôñ yada, ni le mbus suklu, a bé lama sal i Juu li nson li bakena ntôñ"
1171,L’étudiant progressera sans doute plus rapidement si tu transmets le cours biblique à une assemblée ou à un groupe qui parle sa langue et qui ne se trouve pas loin,Nnigil Bibel a nla pala hol i pes mbuu ibale u ntégbaha yigil yé i likoda tole i juu li li mpot hilémb hié
1173,"Avant d’arrêter un cours biblique, prie Jéhovah pour qu’il te guide","Ilole u ntéé ngim yigil i Bibel, toñ sômbôl i Yéhôva ni njel masoohe"
1175,"Au cours des années 1520, Lefèvre a traduit la Bible en français pour la rendre accessible aux gens ordinaires","Ikété nwii mi bé noñ 1520, mut wada le Lefèvre a bi kobol Bibel ni hop Pulasi inyu boñ le ngwañga bôt i i bi ke bé suklu i bana yo"
1177,"Au cours des décennies qui ont suivi, des millions de personnes ont appris les vérités bibliques et sont devenues Témoins de Jéhovah","I môm ma ñwii mi bi noñ ha, didun di bôt dipe di bi nigil maliga ma Bibel, mbus ba yila Mbôgi Yéhôva"
1179,"Pour être mieux informé, Michael a accepté un cours biblique","Inyu kônde yi bo loñge, Mikaél a bi neebe yigil i Bibel"
1181,"Malgré tout, au cours des premiers siècles de notre ère, beaucoup pouvaient lire la Bible soit en grec, soit en latin","To hala, mu mbôgôl ñwii i bisu i hiai hiés, ngandak bôt i bé la añ Bibel ikété hop Grikia tole hop Latin"
1183,"Au cours de ces années, notre spiritualité a parfois faibli","Mu nwii mi nwominsôna, ngim mangéda i bé i pam le di tomb i pes mbuu"
1185,"S’il acceptait, sa famille et lui, ainsi que son entourage à la cour, devraient mener une vie moins luxueuse, car ils ne pourraient plus exiger autant du peuple","Ibale a neebe i hôyôs bo mbegee, ki nye, lihaa jé, ni bôt ba yale yé bobasôna ba bé lama neebe i suhus likala jap li niñ ni yom ba bé bémél litén"
1187,Il ajoute qu’aujourd’hui sa femme et lui dirigent 15 cours bibliques et que plusieurs frères et sœurs inactifs assistent aux réunions de la congrégation,"A nkal ki le nye ni nwaa ba ntégbaha 15 gwigil bi Bibel, ni le ngandak lôk kéé i i bi bomb i pes mbuu, i bi bôdôl lo i makoda"
1189,"Après leur cours biblique, certains étudiants nous accompagnaient à pied jusqu’à la famille suivante pour assister à son cours également","Ngéda di mal tégbaha yigil i Bibel, ngim baudu i bé ke ni bés letee di pam i lihaa lipe, i kodba ni bo inyu emble yigil yap"
1191,"Un ancien s’est efforcé de se lier d’amitié avec lui, et Graham a fini par lui demander un cours biblique","Mbus ndék nwii, a bat mañ wada, u u bi bot liwanda ni nye, le ba nigil Bibel ntôñ"
1193,Quels cours sont proposés aux pionniers ?,Bimbe bisuklu bi yé inyu basañal mapan?
1194,"De retour chez lui, il a demandé à avoir un cours biblique deux fois par semaine","Ngéda a bi huu, a bat le ba tégbaha yigil yé ngélé iba hiki sonde"
1196,"Cours biblique : Démonstration d’un cours biblique à l’aide de la brochure Bonnes nouvelles, leçon 8, question 2","Yigil Bibel: Unda ndémbél i yigil Bibel ni njel ini kaat le Kii Bibel i niiga, pes 1, maboñ 6 ni 7"
1198,Des vidéos plus longues permettent d’enseigner quelqu’un pendant un cours biblique ,Di gwé yak ngim mimbôñgô mi bisinima mi mi nla gwéélana ngéda di ntégbaha gwigil bi Bibel
1200,"Et au musée d’histoire naturelle, nous avons appris la différence entre un alligator et un crocodile","I homa litéédana li gwom i Amérika, di bi nigil i boñ maselna ipôla ngan ni hikômbat"
1202,La vie de la chair est dans le sang ,Inyule niñ i minsôn i yéne mu matjél
1204,"Dans le monde nouveau, la société humaine sera unie dans le culte du vrai Dieu","I mbok mondo i, bôt b’a ba maada i bégés Djob li maliga"
1206,La Bible avait annoncé qu’après la mort des apôtres de faux enseignements et des pratiques non chrétiennes pénétreraient peu à peu dans la congrégation chrétienne,"Bibel i bôg kal le i mbus nyemb baôma, biniigana bi bitembee ni maboñog ma ma ta bé ma kristen m’a jôb ndég ni ndég ikété ntôñ bikristen"
1208,Nous trouvons dans la Bible beaucoup de cas où Jéhovah a fait des choses inimaginables,"Mu kii di wan Bitilna, di nléba ngandak dihéga het Yéhôva a boñ mam bôt ba bé bemek bé"
1210,Jésus promène son regard sur ce qui se trouve dans le Temple,Yésu a mbéñge gwom bi yé ikété témpel
1212,"Jésus avertit donc ses opposants : Vraiment, je vous dis que les collecteurs d’impôts et les prostituées entreront avant vous dans le royaume de Dieu",Jon Yésu a nkal bakolba nye le: Me nkal bé maliga le: Bakottas ni bôda ba libambe ba mbôk bé i bisu ikété Ane Nyambe
1214,"Grâce à l’aide de ses parents et d’autres dans la congrégation, cette jeune chrétienne a atteint son objectif de devenir pionnière permanente","Ni mahôla ma bagwal bé, ni ma bilôk bikéé bipe mu likoda, sita yés i bi sôk i yila nsañal nu ngéda yosôna"
1216,Les respecter nous procure une joie et un contentement que l’on ne trouve nulle part dans ce monde agité,"I nôgôl mambén ma, li nlona maséé ma di nla bé léba homa numpe munu béba nkoñ isi"
1218,"Actuellement, nous attendons la fin du monde de Satan dans sa totalité","I len ini, di mbem lisuk li nkoñ isi u Satan wonsôna"
1220,"Sergio et Olinda, cités au début de l’article, ont pu le constater dans leur territoire","Sergio bo Olinda, ba di nsima bibôdle, ba bi nôgda le jam li li yé maliga"
1222,Nous examinerons certaines d’entre elles dans l’article suivant,"Yigil i noñ ha, i ga toñol lelaa di nla boñ hala"
1224,"Dans de nombreux endroits, les frères avaient de bonnes raisons de craindre que leur Salle du Royaume soit détruite s’ils tenaient des réunions interraciales","I ngandak bahoma, lôk kéé i bé kôli kon woñi le ba bôk Ndap Ane, inyule ba bé tehe miñindô ni bakana ba kôdi inyu bégés Djob ntôñ"
1226,"Elle admet : Comme j’ai grandi dans une famille où tout le monde se mettait souvent en colère, je dois lutter aujourd’hui encore contre ce sentiment","A nkal le: Letee ni i len ini, me ngi jok ni hiun, inyule me bi nañ i lihaa i het hiki mut a bé bep unup"
1228,b) Que verrons- nous dans cet article et le suivant ?,Kii di ga wan munu yigil ini ni i i noñ?
1229,"Dans beaucoup de Bibles, le nom de Dieu a été remplacé par des titres comme SEIGNEUR ou DIEU","Ikété ngandak Bibel, ba bi héya jôl li Djob, ba héñha jo ni mangédi mé kii bo NWET tole DJOB"
1231,Quel rôle Jézabel a- t- elle joué dans le meurtre de Naboth ?,Imbe ngaba Yézabel a bi yoñ mu nyemb i Nabôt?
1232,Il a réussi à pénétrer dans la ville et a assiégé le temple,A bi jôb yag ikété nkoñ ndi a teg liyééne i témpel
1234,Demeure dans le lieu secret du Très-Haut :,Ni kee ni bisu i yén i lisolbene li Nungingii:
1235,"En nous concentrant sur les choses spirituelles, nous pouvons donc être en paix avec Dieu et avec nous- mêmes dès aujourd’hui, et vivre éternellement dans l’avenir","Ngéda niñ yés i yé nyonok ni mam ma mbuu, di yé di bana nsañ ni Djob ni bésbomede i len ini, di ban-ga ki botñem i niñ boga i dilo di nlo"
1237,Pourquoi est- il profitable d’être appliqué et honnête dans notre travail ?,"Bimbe bisai di nla kôs ibale di gwé likeñge li bôlô, di bak ki maliga?"
1238,"Tout comme dans les congrégations du Ier siècle, les anciens reçoivent aujourd’hui des instructions et des conseils du Collège central, soit directement, soit par l’intermédiaire de ses représentants, par exemple les surveillants itinérants","Kiki i makoda ma bikristen ma hiai hi bisu, mimañ mi nkôhna biniigana ni maéba ma nlôl i Juu li bakena ntôñ, ni njel maléta ni bagwélél, kiki bo ngwélél makiiña"
