,french,bassa
668,Quel message Jésus veut- il faire passer avec l’exemple des dix vierges ?,Bimbe biniigana Yésu a nsômbôl ti ni hihéga hi jôm li dingonda ngi yi bôlôm?
669,Jésus a déjà comparé ses disciples à des ouvriers participant à une moisson ; ils comprennent donc peut-être qu’ils correspondent aux dix esclaves de l’exemple .,"Banigil ba nla yimbe le bon Yésu a yé hégha ni jôm li minkol mu hihéga hié, inyule Yésu a ma hégha bo ni basalnwom."
670,Jéhovah les avait libérés de leur esclavage en Égypte en faisant venir dix plaies sur le pays.,Ba bi pam minkôm mbus Yéhôva a bi lona Jôm li dimala i loñ i Égiptô.
671,"DIX jours après l’ascension de Jésus, environ 120 de ses disciples se rassemblent à Jérusalem, au moment de la fête juive de la Pentecôte.","JÔM dilo mbus mabet ma Yésu i ngii, 120 ma banigil ba kodba i Yérusalem i kel Ngwa Pentékôt u Lôk Yuda i ñwii 33 N.Y."
672,"Dix hommes de toutes les langues des nations saisiraient fermement le vêtement d’un Juif, en disant : « Nous voulons aller avec vous.","Jôm li bôlôm l’a kôbda mintômp mi libadô mi man Lôk Yuda, ba lôlak biloñ ni dilémb tjodisôna, ba kalak le: “Bés ni bé di kenek.”"
673,L’exemple des dix mines,Hihéga hi Yésu hi jôm li mina
674,"Les Dix Commandements, que l’on trouve en Exode 20:1-17, sont probablement les plus connus des quelque 600 que contient la Loi transmise par Moïse.",Jôm li matiñ ma yé ntilbaga i kaat Manyodi 20:1-17. Mon ma nyiba ngandak ikété bebe ni 600 mambén i Môsé a tila.
675,La dixième plaie,Himala hi nyônôs jôm
676,"Mais son refus de porter les armes lui a valu dix mois de prison au pénitencier de Kingston, dans l’Ontario .","Kiki a bé la bé begee ngaa, ba bi kokse nye i tégbaha 10 sôñ i ndap mok mi Kingston i Oñtariô, tison yada i Kanada."
677,"Par la suite, Job et sa femme ont eu dix autres enfants.",Hiôb bo ñwaa ba bi témb ba bana jôm li bon bape
678,» Jésus conclut : « Je vous dis que c’est ainsi qu’il y aura plus de joie dans le ciel pour un seul pécheur qui se repent que pour quatre-vingt-dix-neuf justes qui n’ont pas besoin de repentance » .,"I mamélél ma nkwel wé, Yésu a kal le: “Me nkal bé le, hala nyen maséé m’a ba ngii inyu mboñbéba wada nu a nhiel ñem, iloo inyu môm bôô ni bôô ma bôt ba téé sép, ba ba gwé bé jam inyu hielñem.” —Lukas 15:4-7."
679,21 La dixième plaie,21 Himala hi nyônôs jôm
680,"Jésus avertit donc ses opposants : « Vraiment, je vous dis que les collecteurs d’impôts et les prostituées entreront avant vous dans le royaume de Dieu.",Jon Yésu a nkal bakolba nye le: “Me nkal bé maliga le: Bakottas ni bôda ba libambe ba mbôk bé i bisu ikété Ane Nyambe.”
681,"Elle leur a donc offert un jus de fruit, donné une brosse pour qu’ils nettoient leurs vêtements, ainsi qu’une bassine d’eau et des serviettes.","A bi ti bo ndék binene ni biséhél inyu héya libu li biték i mambot map, nlôñga malép, ni biwédé."
682,"« Allez donc et faites des disciples de gens d’entre toutes les nations, [...] leur enseignant à observer tout ce que je vous ai commandé » .","“Jon kenana, yilhana banigil mu biloñ gwobisôna, . . . ni niigaga bo i tééda mam momasôna me bi kal bé.”—Matéô 28:19, 20."
683,"» En nous concentrant sur les choses spirituelles, nous pouvons donc être en paix avec Dieu et avec nous- mêmes dès aujourd’hui, et vivre éternellement dans l’avenir.","Ngéda niñ yés i yé nyonok ni mam ma mbuu, di yé di bana nsañ ni Djob ni bésbomede i len ini, di ban-ga ki botñem i niñ boga i dilo di nlo."
684,"Donc, s’opposer à Jéhovah, c’est faire un mauvais usage du libre arbitre.","Ibabé pééna, nu ni nu a nkolba Yéhôva a mbep toi gwélél ngap yé i yoñ makidik."
685,Je l’ai donc saluée dans sa langue.,Me bi yéga nye ni hop wé ligwéé.
686,Il peut donc se tromper sur des questions doctrinales ou d’organisation.,"Jon, li nla boñ mahôha mu biniigana gwap tole mu makidik ba nyoñ inyu tjek litén li Djob."
687,"La Bible dit : « Si donc l’un de vous manque de sagesse, qu’il la demande sans relâche à Dieu » .","Bibel i nkal le: “Ibale wada ikété nan a nhañba pék, a kônde bat yo Djob.” —Yakôbô 1:5."
688,C’est donc très important d’apprendre à penser comme Jésus.,"Inyu hala nyen, i nlôôha ba nseñ i nigil hoñol kiki Kristô."
689,Is 50:1 : Pourquoi Jéhovah a- t- il demandé aux Israélites : « Où donc est l’acte de divorce de votre mère ?,"Yésaya 50:1 —Inyuki Yéhôva a bat bon ba Israél le: “Kaat sagal libii i yé ni hee, i me ti nyuñ?”"
690,"Vous appréciez donc de recevoir des félicitations ; alors, ne devriez- vous pas vous faire un devoir d’adresser à votre tour des félicitations à autrui ? — Matthieu 7:12.","Kiki hala a nlémél bés i kôhna bibégés, baa yak bés di nlama bé boñ biliya i ti bôt bape bibégés? —Añ Matéô 7:12."
691,"Judas part donc à sa recherche, emmenant avec lui une foule de prêtres en chef et de pharisiens.","Jon Yuda a nke yéñ Yésu, nye ni limut likeñi li biprisi ni Farisai."
692,"Si donc nous étions affiliés aux partis politiques de nos pays respectifs, nous serions mal placés pour exposer le message du Royaume, et notre unité chrétienne serait gravement compromise .","Jon ibale di nyoñ ngaba i minlôñ mi m’bô, di mbana ha bé ki makénd i añal le Ane Djob yotama yon di nlama bôdôl ñem; hala a ga lona ki mbagla ipôla ntôñ u bikristen."
693,Vous devez donc déterminer ce qui fonctionne le mieux pour vous.,Ndi jam li nlôôha ba nseñ li yé le u léba limbe likeñge li nkiya ni we.
694,C’est donc surtout quand nous nous ‘ trouvons broyés ’ affectivement qu’il tente de nous faire lâcher prise. — Psaume 38:8.,"Téntén ngéda di “ntomb” mahoñol, a ntiinde bés le di somol.—Tjémbi 38:8."
695,» Ils demandent alors : « Qui donc peut être sauvé ?,Hala a ntinde banigil i bat nye le: “Njee ni a yé le a kôhna tohi?”
696,L’idée de départ de Dieu pour la terre aura donc réussi.,Ha nyen bitééne bi Djob bi bibôdle inyu hisi bi ga yon.
697,Un mont Carmel stérile et desséché était donc le lieu idéal pour révéler que le culte de Baal était une tromperie.,"I pot maliga, sép i bé i ma bôdôl hala a bé jam kiki bo sôñ isamal."
698,"Nous mettrons notre confiance en lui en tout temps et de tout notre cœur . Pour ceux qui l’honorent réellement, en sa qualité de Créateur du ciel et de la terre, il est le Souverain de l’univers, et aussi de leur vie ; ils se soumettent donc à lui avec amour.","Bet ba nti toi nye lipém ba nyi le kikii a yé Nhek ngii ni hisi, nyen a kéhi ngii ngiinda yosô, ba nsuhul ki bomede ni gwéha i si yé kikii Ñane biniñ gwap."
699,Jésus annonce donc à cette ville : « Je te dis qu’au jour du Jugement ce sera plus facile à supporter pour Sodome que pour toi » .,"Yésu a mpôdôl tison i, a nkélél yo le: “I kogse y’a kwél Sôdôm i Hilo hi Mbagi y’a hoi iloo i kogse y’a kwél we.” —Matéô 11:24."
700,La géhenne n’est donc pas le symbole d’un endroit invisible où les morts seraient torturés et brûlés pour toujours.,"Jon Géhena a ta bé ngim homa nu a nene bé i mis, het bawoga ba nkôs ndééñga ikété bee hié."
701,Les chrétiens ne doivent donc absolument pas toucher à ces pratiques .,Inyu hala nyen bikristen bi nlama bé yoñ ngaba mu gwom bi.
702,"Il a donc dit aux gens de rentrer chez eux, et il a dit à ses apôtres d’aller de l’autre côté de la mer de Galilée.","Jon a bi huuha limut, a kal baôma bé le ba ke uu ngwañ u tuye Galiléa."
703,» Il est donc certain que son Père le ressuscitera .,A yé nkwoog nkaa le Isañ a ga tugul nye. —Yôhanes 14:31.
704,"2 Voyons donc comment entretenir notre amour et notre respect pour le Royaume, pour le ministère et pour la vérité.","2 Di béñge nano lelaa di nla sal inyu pam i gwés Ane, nson u ñañ nlam, ni maliga; ni lelaa di nla tééda ni diihe gwéha i."
705,Le fait que Jéhovah a veillé à ce qu’Habacuc mette par écrit ses inquiétudes nous enseigne une leçon importante : nous ne devons pas avoir peur de le prier au sujet de nos inquiétudes et de nos doutes.,"I ti Yéhôva a bi ti Habakuk mbuu mpubi wé inyu tila mam ma bé tééñga nye, i nti bés biniigana bi mahee: Di nlama bé kon woñi i añle Nye mam ma ntééñga bés, tole i pééna di gwé i ñem."
706,Mais que faire si nous avons des doutes sur certains divertissements ?,"Ndi, kii di nla nkal inyu mintuk mi di nyi bé loñge, too mi yé minlam, too mi yé mimbe?"
707,L’étudiant progressera sans doute plus rapidement si tu transmets le cours biblique à une assemblée ou à un groupe qui parle sa langue et qui ne se trouve pas loin.,Nnigil Bibel a nla pala hol i pes mbuu ibale u ntégbaha yigil yé i likoda tole i juu li li mpot hilémb hié.
708,"L’option B est sans doute la solution de facilité, mais ce n’est pas la plus judicieuse.","To hala kii njel 2 i nla nene njel i nlôôha tomb, ndi i ta bé njel i mut pék."
709,"Par exemple, un chrétien admettra sans doute dans le principe que son cœur peut être traître et extrêmement mauvais .","Ndi ibale ngéda i mpam nano le ñem wé u yé lôg nye, baa a ga bana suhulnyu i neebe maéba ma gwéha ni mahôla ba ga ti nye mu jam li?"
710,En quelles circonstances Satan a- t- il soulevé des questions pour faire naître des doutes ?,Lelaa Satan a ngwélél mambadga inyu ha pééna i ñem?
711,"Si jamais tu doutes que Jéhovah se soucie de toi, médite sur des passages comme Psaume 34:17-19 ; 55:22 ; et 145:18, 19.","Ibale u ma pééna le Yéhôva a ntôñ ni we, soñda i ngii minlôñ mi Bibel kiki mini Tjémbi 34:18-20; 55:23; ni 145:18, 19."
712,"Nul doute que l’apôtre Jean a encouragé Gaïus et l’a rassuré, en lui disant que ce qu’il faisait était bien.","Ibabé pééna, ñôma Yôhanes a bi ti Gayô makénd, a kal ki nye le mam a yé boñ ma yé loñge."
713,Tu l’aimes sans doute tellement que tu t’es voué à lui.,"Bebek le u ngwés nye ngandak, inyu hala nyen u bi ti wemede nkikip inyu gwélél nye."
714,"Toutefois, nos frères et sœurs remarqueront et apprécieront sans doute nos efforts sincères pour trouver des vêtements attrayants et corrects.","Ndi, bilôk bikéé bi ga diihe biliya gwés i léba mambot malam ni ma ma kôli."
715,"4 Si un enfant a des doutes sur un enseignement, efforce- toi de ne pas réagir trop vivement ni de te mettre sur la défensive.","4 Ibale mañge a mpééna ngim biniigana, boñ biliya le u unup bañ tole u timbhe bañ nye wengoñle u nôôma nye."
716,Vous aimez sans doute recevoir de bonnes nouvelles.,Ibabé pééna ni yé ni ba maséé i kôhna ñañ nlam.
717,"Un jour, il a rencontré un couple de Témoins de Jéhovah et il leur a parlé de ses doutes sur l’existence de Dieu.","Ndi a bi boma babiina ba ba bé Mbôgi Yéhôva, ba kwel ni nye mu mambadga a bééna inyu Djob."
718,Mais il ne doute pas que Jéhovah l’a choisi.,Ndi a mpééna bé le Yéhôva a mal pohol nye.
719,"Après avoir fait naufrage à Malte, il a sans aucun doute saisi l’occasion de parler de la bonne nouvelle à ceux qu’il avait guéris.","I mbus le sitima i bi yin i Malta, a bi gwélél i pôla i inyu añle bôt a bi mbuubaha ñañ nlam."
720,"9, 10. a) Décris le tabernacle et les sentiments de Samuel pour ce lieu sacré . b) Quelles responsabilités Samuel a- t- il sans doute ?","9, 10.  Toñol lelaa lap i bé, toñol yak mahoñol Samuel a gwé inyu homa mpubhaga nu."
721,"Il n’a pas nié que Job obéissait à Jéhovah, mais il a mis en doute ses mobiles.",A bi pééna bé le Hiôb a nôgôl Yéhôva; ndi a bi kal le Hiôb a mboñ hala ni nsoñgi mbus ño
722,» Pierre commence peut-être à se demander si Jésus doute de sa fidélité.,"Nano, Pétrô a yé badba too Yésu a mbôdôl bé nye ñem."
723,"16 Si nous nous informons sur le pays et la culture des personnes étrangères, il nous sera sans doute plus facile de communiquer avec elles.","16 Ibale di nigil i yi loñ ni bilem bi bet ba nlôl i biloñ bipe, hala a ga ba jam li tomb i kwel ni bo."
724,Les pensées négatives et les doutes peuvent t’affaiblir.,Mahoñol mabe ni pééna bi ga tômbôs we.
725,"Son seul effet est d’amener les soldats à douter de notre cause, et les familles à se montrer hostiles vis-à-vis du service militaire. »","I jam hala a bi lona li yé ndik le, li bi tinde bisônda i tjél yoñ pes yés ni i ke ni bisu . . . i kolba mambén més.”"
726,"16 Bien sûr, tu ne pourras sans doute pas éviter tout désaccord avec ta famille non Témoin.","16 I yé ntiik le, u nla bé keñgle ngimanôgla nyensôna ni bôt boñ ba lihaa ba ba ta bé Mbôgi Yéhôva."
727,1-3. a) Quand le Psaume 147 a- t- il sans doute été écrit ?,1-3.  Kaat Tjémbi 147 i bé le i tilbana umbe nwii?
728,"Mais si Jean n’a pas de doutes, pourquoi pose- t- il cette question ?","Ndi, ibale Yôhanes a mpééna bé, inyuki a mbat Yésu mbadga i?"
729,"Quel doute certains expriment- ils à propos des Ninivites, mais comment savons- nous qu’ils se trompent ?",Kii i nyis bés le bôt bana ba nyoba?
730,"Au contraire, nous leur montrons du respect en comprenant pourquoi ils nous visitent et à quel point ils travaillent dur pour nous.","Ndi, di ga unda le di nti bo lipém inyule di nok inyuki ba nyuuga bés, ni lelaa ba nsal ni ngui inyu yés."
731,Boaz a remarqué qu’elle travaillait dur et qu’elle était une excellente femme.,"Bôas a yimbe le Ruth a yé muda bôlô, a bak ki bañga muda."
732,"Même s’ils travaillent dur pour nourrir leur famille, leur priorité est d’enseigner leurs enfants dans les voies de Jéhovah.",Ba nyoñ ngéda inyu bon bap. Ba nyi le i niiga bon bap i yi Yéhôva li yé nseñ iloo i yéñ moni.
733,Le dur labeur de notre amour.,Di ntehe gwéha yoñ ’nyu yés.
734,PRINCIPE BIBLIQUE : « Mieux vaut une poignée de repos que deux poignées de dur travail et de poursuite du vent » .,LITIÑ LI BIBEL: “Woo wada nyonok ni ñem nwee u yé loñge iloo moo ima nyonok ni ngéba ni linoñ mbebi.” —Ñañal 4:6.
735,"» Pierre lui répond : « Enseignant, nous avons travaillé dur toute la nuit sans rien prendre. Mais puisque tu le demandes, je vais lâcher les filets » .","Pétrô a ntimbhe le: “A Lét, di ntumbba ni nson ngim u yosôna, di ngwel bé to yom; ndi kiki u mpot, m’a leñ yaa mbunja.” —Lukas 5:4, 5."
736,Voyez le bien pour votre dur travail,Ni nôgda loñge ikété ndumbba nan yosôna
737,"Pour s’en acquitter, ils doivent travailler dur.",Ba nlama sal ni ngui inyu yônôs jam li.
738,"Mais si Jéhovah est désireux de pardonner aux pécheurs repentants, il attend toutefois de nous que nous livrions un dur combat contre nos tendances pécheresses.","Ndi to hala kiki Yéhôva a yé bebee i nwéhél baboñbéba ba ba ntam bibéba gwap, ndi a ngwés le di boñ biliya bi ngui inyu jôs bilem bi ntinde bés i béba."
739,"Tu savais, n’est- ce pas, que je suis un homme dur, que je prends ce que je n’ai pas mis en dépôt et que je moissonne ce que je n’ai pas semé.","Baa wee u yik le me yé mut nledek ñem nu a mbada yom a mbii bé, a bumblak i homa a nwes bé mbôô?"
740,Il n’était jamais dur ni autoritaire.,"A mah ba bé mut a nyai, to nu a ntét bôt bape."
741,Souvenons- nous que Jéhovah souhaite que nous voyions le bien pour notre dur travail.,Ndi di hôya bañ le Yéhôva a nsômbôl le di nôgda loñge inyu ndumbba yés.
742,"» Quand quelqu’un nous félicite pour notre dur travail ou nous remercie pour quelque chose que nous avons fait, cela nous fait du bien .","Di nkôhna makénd ngéda mut a nti bés bibégés inyu bôlô tole a nti bés mayéga inyu jam lilam di mboñ. —Añ Matéô 7:12; béñge Ndoñi 27, i mamélél ma kaat."
743,"4 Ainsi, Jésus a rappelé que le mariage a été institué par Dieu et que chaque union devait durer toujours.","4 Yésu a bé yi le libii li nlôl ni Djob, ni le Djob a bé gwés le li nom i mba ni mba."
744,"Quand on ressent la douleur insupportable causée par une telle perte, on pourrait se demander : « Combien de temps ces sentiments vont- ils durer ?","I ngéda mut a nkôhna i nya njôghe ikeñi i, a yé a badba le: ‘Njôghe ini y’a mal ngéda imbe?"
745,Qu’est- ce qui atteste que Jésus travaille dur depuis très longtemps ?,Kii i ñunda le Yésu a nsal bôlô ngui ibôdôl behee?
746,"Dans un monde où beaucoup n’aiment pas l’idée de travailler dur, être travailleur est un avantage .","Tolakii ngandak bôt i len ini i ngwés bé bôlô, bés di nyi le i ba mut bôlô i yé bés nseñ ngandak. —Ñañal 3:13."
747,"PARTOUT dans le monde, les gens travaillent dur pour satisfaire leurs besoins et ceux de leur famille.","NGANDAK bôt i len ini, i nsal ni ngui inyu yap ni inyu mahaa map."
748,8 Jésus a- t- il vu le bien pour son dur travail dans le ministère ?,"8 Baa i bôlô ngui Yésu a bé sal inyu likalô, i bé kônha nye maséé?"
749,"Alors pourquoi a- t- il laissé l’affaire durer, en donnant à Satan le temps d’essayer de prouver ses idées ?","Ndi, inyuki a bi pohol i nwas le pééna ini i nom, letee a ti yak Satan ngéda inyu unda le bipôdôl gwé bi yé ntiik?"
750,Ruth est prête à travailler dur pour gagner sa vie et prendre soin de Naomi.,Ruth a bé bebee i sal ni ngui ni neebe bôlô i mbat ngandak suhulnyu inyu tôñ Naômi ni nyemede
751,"Si vous unissez vos efforts, vous aurez une « bonne récompense pour [votre] dur travail » .","Ibale ni nsal ntôñ, ni ga kôhna “loñge bom” inyu biliya binan. —Ñañal 4:9."
752,21 Le rôle dirigeant de Jésus ne devait pas durer que quelques années.,21 Yéhôva a bé gwés bé le Yésu a ba ndik ñéga inyu ndék ñwii.
753,Il travaillait dur.,A bé sal ni ngui inyu nit bibégés bipubi.
754,"10 Nous qui sommes des adorateurs de Jéhovah, nous travaillons dur pour satisfaire nos besoins et ceux de notre famille.","10 Bés bagwélél ba Yéhôva, di nsal ni ngui inyu yoñ ndun ni bésbomede, ni mahaa més."
755,"Jéhovah est très grand et très puissant ; pourtant, il écoute nos prières.","Yéhôva a yé mpémba ni ngui ngandak, ndi to hala a ñemble masoohe més!"
756,Dieu écoute- t- il toutes les prières ?,Baa Djob a ñemble masoohe momasôna?
757,Ces musiques sont composées de façon à nous donner envie de chanter et à préparer notre cœur à écouter l’enseignement qui suit.,"Minsik mi, mi yé nkôôbaga i nya i yé le mi nkôôba miñem nwés, ni mahoñol més i emble minkwel mi ga noñ."
758,"» Pour la première fois de leur vie, ils voudront peut-être écouter notre message d’espoir.","Ngéda di mboma bo, ba nla bana ngôñ i emble nwin u botñem di ntjam inyu ngélé yap bisu."
759,"Rappel : Avant que l’assistance chante le nouveau cantique, faire écouter la musique une fois en entier.","Mbidga: Bôk ndugi, tuk nsik ngélé yada, mbus kal likoda le li tôp hiémbi hi mondo."
760,"Vous écoutez ce qu’il dit, et lui il vous écoute.",U ñemble nye yak nye a ñemble we.
761,"Quoiqu’il soit bon d’écouter et d’apprendre,","I yé loñge i emble bañga yé yi,"
762,12 Jésus est entouré d’une foule qui l’écoute avec attention.,12 Limut li nkéña Yésu inyu emble biniigana gwé.
763,"C’est pourquoi, quand la musique commence, nous devrions tous être assis à notre place et prêts à écouter.","Jon, ba mbéna ti bés makénd i yén ilole mi mbôdôl, ni i yoñ ngéda i emble nwo."
764,Moïse est redescendu et il a dit aux Israélites de se préparer à écouter Jéhovah.,"Môsé a bi sôs, a kal bon ba Israel le ba kôôba i emble Yéhôva."
765,"Si tu ne sais pas comment un mot se prononce, cherche dans un dictionnaire, écoute un enregistrement de la publication ou demande à un bon lecteur.","Ibale u nyi bé lelaa ba mpahal ngim buk, béñge yo i kaat ndoñi bibuk, emble lisoñgol li kaat u yé añ, tole bat mahôla ma mut nu a nsoñgol loñge."
766,"4 Un Témoin âgé, baptisé en 1946, a déclaré il y a quelques années : “ Je me suis fait un devoir d’être présent à chaque discours de baptême et d’écouter attentivement, comme s’il s’agissait de mon propre baptême.","4 Hala a yé ndék ñwii nano, mañ mut wada u u yila Mbôgi Yéhôva i ñwii 1946 a kal le: “Me bi kit le hiki ngéda nkwel u sôble u yé, me nlama ba ha inyu emble wo loñge loñge, wengoñle sôble yem i.”"
767,"Rappel : Avant que l’assistance ne chante le nouveau cantique, faire écouter la musique une fois en entier.","Mbidga: Bôk ndugi tuk nsik ngélé yada, mbus kal likoda le li tôp hiémbi hi mondo."
768,11 Jéhovah écoute nos promesses et nos vœux à nous aussi.,11 Yéhôva a nok ki mimbônga di mboñ.
769,Demandons- nous : « Est- ce que je sais écouter les autres avec compassion ?,Di nla badba le: ‘Baa me yé mut a ñemble bôt ni ñem ngôô?
770,Sauvés pour avoir écouté les avertissements,"Ba Bi Yoñ Yihe, Jon Ba Bi Pei"
771,"Contrairement à son mari, elle est en effet disposée à écouter.",A yé mahéñha ni nlôm le Nabal. Nye a ñemble bôt.
772,"Certains, comme ce scribe, l’ont écouté avec plaisir.",Ngim bôt kiki bayimbén ba ñemble nye ni ngandak maséé.
773,"Il écoute attentivement l’orateur à la barbe et aux cheveux blancs, portant une longue veste noire.","Mut nu a bi bok mankéé Russell mis, mu kii a bé a héba kôdi i nhénd, a ban-ga puba tjôñ ni liyéé li mpôp."
774,"Les Babyloniens, qui mettaient leur confiance dans leurs fortifications et dans leurs dieux, n’ont pas écouté les avertissements des prophètes de Jéhovah.","Kikii ba ba ba gwééne mapénd map ma ngui ni mop map bôdôl, Lôk Babilôn i yan mabéhna ma bapôdôl ba Yéhôva."
775,4 Comment écouter Dieu ?,4 Lelaa di nla emble Djob?
776,"Après la mort de son mari, Ruth a dû se rapprocher de Naomi et écouter volontiers cette femme âgée parler de Jéhovah, des œuvres merveilleuses de ce Dieu Tout-Puissant, ainsi que de son amour et de sa miséricorde envers son peuple.","I mbus nyemb i nlô wé, bebeg le Ruth a nkônde kôôge bebee ni Naômi, kayéle a ñemble mañ muda unu, u u niiga nye i yi Nyambe nu ngui yosôna le Yéhôva, i yi maboñok mé ma mbuma ñañ, ni manjel ma gwéha a ngwélél inyu kena litén jé."
777,"Dans les langues originales de la Bible, le verbe « écouter » emporte souvent l’idée d’« obéir ».","Ni hilémb ba bi gwélél inyu tila Bibel, ini buk le “emble” i nla kobla ki le “nôgôl.”"
778,La plupart d’entre eux ont refusé de l’écouter et certains l’ont même persécuté .,"Ngéda Paul a bi tehe libak jap, lelaa a bi nôgda?"
779,"Pour avoir écouté les avertissements, des milliers de gens ont sauvé leur vie.",Liyoñ yihe li bi tohol dikôô di biniñ.
780,Comment pouvez- vous emprunter la route qui mène à la vie éternelle ?,Lelaa u nla boñ i kil i njel i nkena i niñ boga?
781,"Une fois descendu du train, je devais prendre une navette jusqu’à South Lansing, et pour cela j’ai dû emprunter à un autre passager 25 cents, le prix du trajet.","Ngéda me bi pam i mashin, me yoñ litôa li mbegel bôt, li bé lama téé me i Lansing Nwelmbok; me bé nyéksaga i poo moni yak mut numpe mu litôa."
782,"3 Lorsque les apôtres, qui faisaient barrage contre l’apostasie, sont morts, de soi-disant chrétiens qui n’avaient pas en eux l’amour de la vérité ont commencé à emprunter au paganisme des coutumes, ainsi que des fêtes profanes et religieuses, tout en les qualifiant de chrétiennes .","3 Baôma bon ba bé kéñ njel le bitembee bi jôp bañ ikété base bikristen. Ndi ngéda ba bi wo, ngim bôt i i bé kadba le ba yé bikristen, ndi ba gwéhék bé maliga, ba bi bôdôl yoñ bilem bi bihaiden, ni mangand map, ni dilo tjap dipubhaga, ba o gwo môl wengoñle bi nlôl i base bikiristen."
783,Tu empruntes le vélo de ton père et tu l’abîmes.,"U mpoo tutus nu isoñ, u ôbôs nye."
784,Vous avez abandonné votre femme enceinte et votre petite fille.,"U ntjôô nwaa woñ nu a yé jém, ni nkéñéé man muda."
785,Marie : enceinte sans être mariée,Maria a yé jém nye ngi biiba
786,"Élisabeth est tombée enceinte et elle a accouché d’un petit garçon, comme l’ange l’avait dit.","Kiki ngéda i nkola, Élisabet a nembee, a gwal man munlôm, ndik kiki añgel i bi pot."
787,JOSEPH APPREND QUE MARIE EST ENCEINTE,YÔSEP A NOK LE MARIA A YÉ JÉM
788,"À l’époque, la plupart des DIU disponibles étaient des objets en plastique, une matière inerte, que des femmes se faisaient poser dans l’utérus pour ne pas tomber enceintes.","I DIU i bé tôl ha ngéda i ni nkoñ isi wonsôna, i bé ñôôk ni ndamb, ba bé ha yo i si libum li muda inyu keñgle jém."
789,"Néanmoins, Joseph n’a pas de relations sexuelles avec Marie tant qu’elle est enceinte de Jésus.","Ndi, Yôsep a mbana bé maada ni Maria mu ngéda yosôna a yé jém li Yésu."
790,Que dit Gabriel pour aider Marie à comprendre comment elle va tomber enceinte ?,Kii Gabriel a nkal inyu hôla Maria i nok lelaa a ga nembee?
791,"Ensuite, Ève devient enceinte et donne naissance à Caïn, leur premier-né.","Mbus ngéda, Éva a nembee, a gwal man nu bisu le Kain."
792,"Plus tard, en raison d’un décret de l’empereur, Joseph et sa femme enceinte vont se faire recenser à Bethléhem.","Mbus ngéda, Yôsep bo nwaa nu a yé jém, ba nke i Bétléhém inyu tila môl map ikété kaat, inoñnaga ni mbén i kiñe."
793,"Quand une femme annonce à son mari qu’elle est enceinte, c’est souvent le début de nouvelles inquiétudes pour eux.","Ndutu ipe i mbéna kwo ngéda muda a nkal nlôm le, “Me yé jém.”"
794,"Dans l’Israël antique, si quelqu’un blessait une femme enceinte et si cela entraînait la mort — soit de la femme, soit de l’enfant — Dieu considérait le responsable de l’accident comme un meurtrier qui devait payer “ âme pour âme ”*.","I nlômbi Israél, i bé le, ibale mut a kumul muda jém ndi muda tole man wé a wo, mut a mboñ hala a yé mut manola i mis ma Djob. A bé lama ki saa “niñ inyu niñ.”"
795,"En 1978, à l’âge de 45 ans, Maria est de nouveau tombée enceinte.","I nwii 1978, ngéda Maria a bééna 45 nwii, a témb a yoñ jém."
796,"Quelle joie pour ces deux femmes fidèles, chacune enceinte grâce à l’intervention de Dieu, de passer du temps ensemble à cette période de leur vie !","Kinje loñge jam le bôda ba hémle bana bo iba ba ntégbaha ngéda ntôñ, mu kiki hiki wada wap a bééga man ni ngui Djob!"
797,"Peu après, Élisabeth tombe enceinte !","I mbus ndék ngéda, Élisabet a nembee!"
798,16 4 Marie : enceinte sans être mariée,16 4 Maria a yé jém nye ngi biiba
799,"5 Quand une femme annonce à son mari qu’elle est enceinte, c’est souvent le début de nouvelles inquiétudes pour eux.","5 Ndutu ipe i yé i mbéna kwo ngéda muda a nyis nlôm le, “me yé jém.”"
800,"Cependant, les recherches médicales semblent indiquer qu’en raison du fonctionnement de tels DIU, les femmes qui en portent tombent rarement enceintes.","Ndi, minyiña mi bôt ba njoñ yi mi ñunda le, inoñnaga ni mam di mbôk di kwélél, bun bé le jém li jôp ngéda muda a ngwélél bisélél bini le DIU."
801,"Ils ont eu des relations sexuelles, et elle est tombée enceinte.","Ba nañal ntôñ, Batséba a ba jém."
802,"Que doit penser Joseph en apprenant que Marie est enceinte, et pourquoi ?","Ngéda Yôsep a nyi le Maria a yé jém, kii a nhoñol, inyuki?"
803,8 Naomi encourage Ruth à accepter la proposition de Boaz de glaner dans ses champs et près des jeunes femmes de sa maisonnée pour que les moissonneurs la laissent tranquille.,"8 Naômi a nti Ruth makénd le a neebe mahôla ma Bôas, ni le a ke ni bisu i toohe ikété nwom nwé. A nkal ki nye le a yén bebee ni bingond bi ndap i Bôas inyu kéñ le babumbul ba ntééñga bañ nye."
804,Jésus vient d’encourager ses apôtres en discutant avec eux à cœur ouvert.,"Yésu a ntip kwel ni baôma bé inyu lédés bo, a nyible bo ñem wé."
805,Encourager tous les proclamateurs à montrer la vidéo quand ils présentent l’offre des mois de mars et d’avril lors d’un premier contact ou d’une nouvelle visite.,Ti bôt bobasôna makénd i gwélél vidéô mu kii ba mba ba nti bikaat bi sôñ matumb ni matôp ngéda ba ga tégbaha nkwel u bisu tole lipeple.
806,3 Il n’est pas étonnant que la Bible souligne la nécessité d’encourager régulièrement.,3 Hala a nhélés bé bés le Bibel i nyigye nseñ i bana lem i ti bôt makénd.
