,french,bassa
282,CANTIQUE 20 Tu as donné ton Fils bien-aimé,HIÉMBI 20 U bi ti bés tik yoñ Man
283,"La Bible dit qu’à notre époque, de nouveau, Jéhovah va détruire ceux qui refusent de faire le bien.","Bibel i nkal le ngéda ipe i nke lo, Yéhôva a’ tjé i bet ba ntjél boñ mam ma té sép."
284,"« C’est important de bien faire savoir dès le début que nous sommes Témoins de Jéhovah et que notre mission première est de les aider spirituellement, et non matériellement, observe un ancien qui s’est occupé de nombreux réfugiés.","Mañ wada u u bi hôla ngandak bôt ba bi ke loñ yap ngwéé u nkal le: “I yé nseñ le di hoo yis bo le di yé Mbôgi Yéhôva, ni le njômbi yés bisu bisu i yé le di hôla bo i pes mbuu, ha i pes minsôn bé."
285,"Danièle avait commencé son service à plein temps en Bretagne, bien loin de sa région d’origine.","Danièle a bôdôl nson nsañal i mbai le Bretagne, haa ni lihaa jé."
286,Quelqu’un qui t’aime vraiment se permettrait- il de menacer ton bien-être physique et affectif ?,"Baa mut nu a ngwés toi we, a nla boñ we jam li li ga ôbôs nyuu yoñ, to boñ jam li li ga tééñga mahoñol moñ?"
287,Que peut- elle bien faire ?,Ndi kii Naômi a nla boñ?
288,"Il faut être bien habillé, mais il faut aussi éviter les extrêmes.","To hala kiki di nyéñ haba loñge, di nlama yi minwaa nwés.”"
289,Augmenter notre joie nous vaudra des bienfaits qui vont au-delà du sentiment de bien-être intérieur.,"I ngéda di ke ni bisu i hôlôs maséé ma Djob, di ga kôs bisai bi bi nloo i yom di nôgda."
290,Satan a prétendu que Dieu ne gouvernait pas bien et qu’il privait ses créatures de quelque chose de bon.,Satan a pééna le ane i Djob i yé njel i nlona biloñge bi mam inyu bet i ñénél.
291,Dieu nous a manifesté sa faveur imméritée de bien des manières,Di bi nôgda konangoo i mbuma ñañ i Djob ikété ngandak manjel
292,Es- tu persuadé que les normes morales de Dieu sont pour ton bien ?,Baa u nhémle le matiñ ma Djob ma yé inyu loñge yoñ?
293,"Nul doute que l’apôtre Jean a encouragé Gaïus et l’a rassuré, en lui disant que ce qu’il faisait était bien.","Ibabé pééna, ñôma Yôhanes a bi ti Gayô makénd, a kal ki nye le mam a yé boñ ma yé loñge."
294,Samuel a continué de faire le bien,Samuel a bi ke ni bisu i boñ loñge
295,Dieu accepte- t- il toutes les religions ou bien une seule ?,"Ba bibase gwobisô bi nlémél Djob, tole yada ndigi?"
296,"Comme ce père aimant, Dieu agit pour notre bien à long terme.","Kii nunu isañ nu gwéha, Djob a yé sal le di laa ba masé i boga ni boga"
297,"Dans certains pays, on les pousse à faire de longues études et à trouver un travail bien payé.","I biloñ bihogi, ba nyégsa boñge ba wanda i boñ bisuklu bikeñi, ni i yéñ bibôlô bi bi nti ngandak moni."
298,"Par exemple, un fils peut dire que son argent ou son bien est « corban », c’est-à-dire une offrande promise à Dieu ou au Temple, comme si ce don appartenait déjà au Temple.","Kiki bo hihéga man a nla nkal le likébla jé li yé “korban,” hala wee likébla li yé inyu Djob tole inyu témpel, kiki bo le likébla li li yé likébla li témpel."
299,"14 Dans l’Israël antique, l’intérêt que Dieu accordait au bien-être de son peuple transparaissait dans nombre de ses lois.","14 Litôñôg Djob a bé tôñ inyu loñge i bôt ba Lôk Israél i ngéda kwañ, li bé nene ikété ngandak mambén a bé ti."
300,Pourquoi les pharisiens agrandissent- ils leurs boîtes contenant des passages de la Loi et rallongent- ils les franges de leurs vêtements ?,"Inyuki Farisai i nkéñbaha bikwémbéé bi gwé matila ma Mbén, inyuki ba mboñ le manjek ma mambot map ma ap?"
301,"Jésus, lui, vit comme les autres : il mange et boit modérément, mais on l’accuse de faire des excès.","A nje, a nyok i nya i kôli, ndi bôt ba nkal le a nlôôha."
302,Comment devrais- tu traiter un chrétien qui mange le pain et boit le vin au Mémorial ?,"Lelaa u nlama tehe mut nu a nje koga, a nyok ki wai i kel Bilôp bi Nwet?"
303,Les pharisiens élargissent leurs boîtes pour donner l’impression qu’ils appliquent la Loi avec zèle.,Ndi Farisai yo i nkéñbaha bikwémbéé gwap inyu unda i mis ma bôt le ba nôgôl Mbén ni makénd momasôna.
304,11 Les Israélites ont « boité » à la manière d’un homme qui essaie de suivre deux chemins en même temps.,11 Bon ba Israel ba “migde” wengoñle mut nu a nsômbôl nôñôl tole kil i manjel ima i nlélém ngéda.
305,Des boîtes à offrandes sont prévues pour ceux qui veulent donner quelque chose. — 2 Corinthiens 9:7.,Dikukuu di yé inyu i bet ba ngwés ti nya makébla i.—2 Korintô 9:7.
306,"Il explique : « Jean est venu ; et comme il ne mange pas et ne boit pas, les gens disent : “Il a un démon.”","A ntoñol le: “Yôhanes a bi lo, a bé je bé, a bé nyo bé, ndi bôt ba nkal le: ‘A gwé mbuu mbe."
307,"5 Dans une boîte à outils, chaque outil a une fonction précise.","5 Kiki lem inyu hiki nkuu bisélél, hiki sélél mu i gwé yé bôlô."
308,Celui qui se nourrit de ma chair et qui boit mon sang reste en union avec moi » .,"Nu ni nu a nje minsôn nwem, a nyo ki matjél mem, a nyégle ikété adna ni me.” —Yôhanes 6:53-56."
309,Il donne ensuite des exemples de l’hypocrisie des chefs religieux : « Ils agrandissent les boîtes qui contiennent des passages des Écritures et qu’ils portent pour être protégés.,"I mbus, Yésu a nti dihéga inyu yelel bihéñba bi baéga bibase. A nkal le: “Ba nkéñbaha ngobi yap, ba kañbaga yo inyu sôñ bomede.”"
310,LUZIA BOITE DE LA JAMBE GAUCHE.,LUSIA A YÉ BÔK I KÔÔ WÉ WAÉ.
311,"Alors, nous avons attendu, attendu une réponse de l’organisation, mais notre boîte aux lettres restait désespérément vide.","Jon, di bi bem, di bemek ndimbhe i ntôñ, ndi hikukuu hiés i het ba bé ômle bés maléta u bé ndik hôlô."
312,Celui qui se nourrit de ma chair et qui boit mon sang a la vie éternelle [...] ; car ma chair est vraie nourriture et mon sang est vraie boisson.,"Nu ni nu a nje minsôn nwem, a nyo ki matjél mem, a gwé niñ boga, . . . inyule minsôn nwem mi yé bañga bijek, yak matjél mem ma yé bañga binyonyo."
313,"Pourtant, ces Israélites « boit[aient] [...] sur deux opinions différentes ».","To hala, i bon ba Israél ba, ba bé “migde ipôla bipes biba.”"
314,"Le récit dit simplement qu’il mange, boit et se rendort.","Ñañ u nkal ndik le mpôdôl a bi je, a nyo, a témb a nañal."
315,L’invitation pressante d’Éliya à cesser de « boiter » peut nous aider à réexaminer nos priorités et notre façon d’adorer Dieu.,"Ibale di ñemble mabéhna ma Élia le di pind ha bañ ipôla bipes biba, hala a nla hôla bés i wan kii i yé jam li bisu i niñ yés."
316,» Certains Juifs portent sur le front ou sur le bras des petites boîtes contenant des passages de la Loi.,Bon ba Lôk Yuda bahogi ba bé kañ bon ba bikwémbéé ba ba bé ba gwé matila ma Mbén i mbom yap ni moo map.
317,"Par exemple, ce que nous apprenons à la réunion Vie chrétienne et ministère nous permet d’avoir plus d’assurance quand nous faisons des nouvelles visites et quand nous enseignons la Bible.","Biniigana bi mahee di nkôhna mu likoda li, bi nhôla ngandak ikété yés i hôlôs likeñge jap inyu mapeple ni gwigil bi Bibel."
318,Pourquoi est- ce mal de manifester un intérêt sexuel pour quelqu’un d’autre que son conjoint ?,"Inyuki i béñge mut numpe, nu a ta bé sobiina woñ ni mis ma ndéñg, i yé béba?"
319,Jésus promène son regard sur ce qui se trouve dans le Temple.,Yésu a mbéñge gwom bi yé ikété témpel.
320,"Vous, vous êtes de ce monde ; moi, je ne suis pas de ce monde » .","Bé ni yé bôt ba nkoñ isi unu, ndi me me ta bé mut nkoñ isi unu.” —Yôhanes 8:21-23."
321,Les respecter nous procure une joie et un contentement que l’on ne trouve nulle part dans ce monde agité.,"I nôgôl mambén ma, li nlona maséé ma di nla bé léba homa numpe munu béba nkoñ isi."
322,"Questions : D’après ce que Jésus a enseigné, comment doit- on prier ?",Mambadga: Kii Yésu a bi kal banigil bé inyu niiga bo masoohe?
323,Qu’est- ce que je ferai si mes camarades me poussent à mal agir ?,"Ibale bisega gwem bi noode tinde me i boñ béba jam, kii me ga boñ?"
324,"Ils se sont peut-être dit que, comme la plupart des espions avaient dit la même chose, ce devait être vrai.","Bebek inyule ba bi hoñol le jam li li bé maliga, inyule libim li bôt ba mbep li bi ti nlélém ñañga u bitembee."
325,"Est- ce que vous voyez, là-bas à l’horizon, la récompense promise, le monde nouveau que vous attendez depuis longtemps ?","Baa yak we u ntehe mbok yondo, ni bisai Yéhôva a mbôn we?"
326,"Bien sûr, « ce n’est pas ta faute », c’est plus facile à lire qu’à croire.","“Njom i ta bé yoñ,” i yé mbale le i kal hala i yé jam li ntomb. Ndi, i hémle bibuk bi, i yé nledek jam."
327,"Nous ne pouvons pas comprendre exactement ce que tu ressens, mais Jéhovah, si, et il continuera de te réconforter.","Di ta bé le di nok loñge loñge yom u nôgda, ndi Yéhôva a nok we loñge loñge, a’ ke ki ni bisu i téé we."
328,Qu’est- ce que la lecture biblique de cette semaine t’a appris sur Jéhovah ?,Kii lisoñgol li Bibel li sonde ini li niiga we inyu Yéhôva?
329,"Pour te faire une idée de ce qui pourrait intéresser une personne, sois attentif à ses occupations ou à son cadre de vie.","Inyu yi umbe nkwel u nla lémél mut, yoñ ngéda i béñge bibôlô a nsal tole gwom gwobisôna bi yé nye ipañ."
330,Le fait que Jéhovah a veillé à ce qu’Habacuc mette par écrit ses inquiétudes nous enseigne une leçon importante : nous ne devons pas avoir peur de le prier au sujet de nos inquiétudes et de nos doutes.,"I ti Yéhôva a bi ti Habakuk mbuu mpubi wé inyu tila mam ma bé tééñga nye, i nti bés biniigana bi mahee: Di nlama bé kon woñi i añle Nye mam ma ntééñga bés, tole i pééna di gwé i ñem."
331,Un homme doit savoir ce que signifie être le chef d’une maisonnée chrétienne.,Munlôm a nlama yi kii yé i ba ño i ndap lihaa i kristen.
332,"Cela dit, je crois que si j’étais réaffecté à ce service, je serais toujours un débutant.","Ndi me nôgda le ibale ba ntiimba om me i sal nyoo, ki m’a témb me bana ngôñ le bilôk bikéé bi, bi niiga me."
333,"Elle admet : « Comme j’ai grandi dans une famille où tout le monde se mettait souvent en colère, je dois lutter aujourd’hui encore contre ce sentiment.","A nkal le: “Letee ni i len ini, me ngi jok ni hiun, inyule me bi nañ i lihaa i het hiki mut a bé bep unup.”"
334,Il avait peur de dire au grand prêtre ce que Jéhovah lui avait dit.,A bé kon woñi i legel Prisi Keñi nwin Yéhôva a bi añle nye.
335,b) Comment ce couple est- il resté fort spirituellement ?,Lelaa bagwal ba bi boñ inyu tééda hémle ngui?
336,"» Ou, si nous parlons à un non-chrétien : « Voyons ce que disent les Écrits sacrés.","Ngéda di nkwel ni mut nu le a ta bé kristen, di nla kal le: “Béñge jam Bitilna bipubi bi nkal bés.”"
337,"« Allez donc et faites des disciples de gens d’entre toutes les nations, [...] leur enseignant à observer tout ce que je vous ai commandé » .","“Jon kenana, yilhana banigil mu biloñ gwobisôna, . . . ni niigaga bo i tééda mam momasôna me bi kal bé.”—Matéô 28:19, 20."
338,"Les principes de Jéhovah sont comme cette clôture, et le Diable est comme ce lion.","Matiñ ma Yéhôva ma yé kiki lipénd li, Nsohop a bak kiki mbondo njéé."
339,"Est- ce que je recherche les sensations fortes, au risque de nuire à ma santé, voire de rester handicapé à vie ?",Ba mi ñubul me ñem nya i nkônôs me to kwés me bôk inyu niñ yem yosô?
340,Les supports visuels captent l’attention et aident à comprendre et à retenir ce qui est enseigné.,"Bititii bi nyoña mahoñol ma mut a mbéñge gwo, bi nhôla ki nye i bigda mam a bi nigil."
341,Débarrassez- vous de tout ce qui a un rapport avec le spiritisme et de tout ce qui présente la magie ou les démons comme sans danger ou amusants.,"Tjôô kii yosôna i gwé maada mo kiki mo ni makañ, yak ni mimbuu mimbe, to ibale i nene bé we béba tole u nhoñol le i nla ti we maséé."
342,Et c’est certain que nous avons de bonnes raisons d’être joyeux au service de Jéhovah.,"Ibabé nkaa, di gwé ngandak manjom i ba maséé ikété bôlô i Yéhôva."
343,Nous examinerons certaines d’entre elles dans l’article suivant.,"Yigil i noñ ha, i ga toñol lelaa di nla boñ hala."
344,"Avec le temps, les habitants de cette région ont adopté une forme de culte intégrant certaines croyances et pratiques dictées par la Loi de Dieu, comme la circoncision.","Kii ngéda i bé tagbe, ba bi bot ngim base i i bé noñ ngim mam i Mbén Djob kiki bo likwee."
345,"Mais certains humains, comme Abel, Hénok et Noé, sont restés fidèles à Dieu .","Ndi, ndék bôt kiki Abel, Énok, ni Nôa, i bi waa bé téñbe ni Yéhôva. —Lôk Héber 11:4, 5, 7."
346,"Dans la plupart des cas, ils faisaient un tel vœu pour une période limitée. Mais certains, comme Samson, Samuel et Jean le Baptiste, ont été naziréens toute leur vie.","Ngandak i bé boñ malômbla ma inyu ndék ngéda, ndi bape kiki Simsôn, Samuel ni Yôhanes Nsôble, ba bé Nazir niñ yap yosôna."
347,"Pour acheter la vérité, certains doivent renoncer à un travail qui rapporte beaucoup d’argent ou à une carrière.","Inyu somb maliga, i nla bat le di tjôô bôlô i i nti bés ngandak moni."
348,Mais que faire si nous avons des doutes sur certains divertissements ?,"Ndi, kii di nla nkal inyu mintuk mi di nyi bé loñge, too mi yé minlam, too mi yé mimbe?"
349,"Collaborant avec ces puissances bestiales, le monde des affaires et la science ont contribué à l’invention de certaines des armes les plus monstrueuses que l’on puisse imaginer, et ils en ont tiré des profits colossaux.","Kiki ba nsal lôñ ni biénél bi bi mpôôna binuga bi bikai, bôt ba nyuñga ba nkoñ isi ni ba njôôñ yi ba bi bañ mañgaa ma mbuma ñañ, ba kôs ki nseñ u moni ngandak."
350,"Insiste sur le fait que même certains non-Israélites, comme Rahab, Ruth, Jael et les Gabaonites, ont décidé d’être du côté des Israélites parce qu’ils savaient que Dieu était avec eux.","Unda ki le ibale ngim bôt, i i bé bé bon ba Israel kiki bo Rahab, Ruth, Yaél ni bôt ba Gibéôn, ba bi yoñ pes i bon ba Israel, hala a bé inyule ba bi tehe le Djob a bé ni litén jé."
351,Certains savaient que David s’était arrangé pour qu’Ouriya soit tué.,Bôt bape ba bé yi minsômba David a bi boñ inyu nol Uria.
352,"Dans certains cas, tu pourrais les associer à des proclamateurs plus jeunes qui seront en mesure de les aider.","Ngim mangéda, ni nla ti bo mañge wanda inyu nit bo mu liké jap."
353,"4 Au Ier siècle, certains qui avaient accepté les enseignements de Jésus ont cessé de marcher dans la vérité.","4 I hiai bisu, bôt bahogi ba ba bi leege maliga tole biniigana bi Yésu ba bi ke bé ni bisu i kil maliga."
354,"Certains humains, comme Adam, Ève et leur fils Caïn, ont choisi le camp du mal.","Bôt kiki Adam, Éva, ni man wap Kain, ba bi pohol i boñ béba."
355,"11, 12. a) Comment Pierre manifeste- t- il un certain courage après l’arrestation de Jésus ?","11, 12.  Lelaa Pétrô a ñunda le a gwé makénd ngéda ba ngwel Yésu?"
356,"Après une catastrophe naturelle, certains se joignent à des Témoins expérimentés pour effectuer des opérations de secours.","Bape ikété boñge ba wanda ba ñadna ni minhôôlak mi lôk kéé, inyu hôla bôt ngéda bikuu bi nkwél bo."
357,Certaines visent à aider les jeunes. D’autres s’adressent à leurs parents.,Ngim biniigana bi yé tôbôtôbô inyu boñge bawanda ni batitigi; bipe bi yé ntilbaga inyu nhôla bagwal bap.
358,Certains d’entre eux étaient mariés.,Bahogi ba bé mbiibaga.
359,"Au début, certaines d’entre elles ont pu sembler étranges.","I bitéé bi mis, biniigana bihogi a bi kôs inyu yémbél gwét bi, bi bé wengoñle bi téé bé."
360,9 Certains enfants peuvent avoir besoin d’apprendre à connaître Jéhovah dans deux langues : leur langue scolaire et celle parlée chez eux.,"9 Ngim boñge i nla bana ngôñ i nigil i yi Yéhôva ikété dilémb diba —hala wee hilémb hi ba ngwélél i suklu, ni hi ba mpot i ndap."
361,"Marie s’étant absentée pendant trois mois, Joseph est certainement impatient de la revoir.","Hala a yé sôñ aa le Maria a bi ke liké, jon di nla hégda le Yôsep a nyamnda ni ngôñ i tehe nye."
362,5 Certains pensent peut-être que la vie serait plus agréable si nous n’avions pas à prendre de décisions.,5 Bôt bahogi ba nla hoñol le niñ i yé le i ba lam ibale di gwé bé makidik i yoñ.
363,Est- ce que je veille à ce que mes enfants et moi soyons le moins exposés possible à certaines lectures ou émissions de télévision ?,"Baa me nyoñ bitelbene inyu sôñ bon bem ni memede le gwom bibe bihogi ba ñunda nkuu biliñgeliñge, ni bi ba ntila bikaat bi yoña bañ bés?"
364,"Pour certains, qui dit famille dit forcément mari, femme, enfants, grands-parents, etc.","Ngim bôt i nhoñol le hiki lihaa li nlama bana nlôm, nwaa, man munlôm, man muda, basôgôl, ni bôt bape ki. Inyu yap, ntén lihaa u won u yé toi “bañga bañga lihaa.”"
365,"Quelque 32 ans plus tard, Pierre se souvenait encore de ce moment et de la façon dont la « parole prophétique » était devenue plus certaine pour lui .","I mbus 32 nwii, Pétrô a bé a ngi bigdaga jam li, ni lelaa yiinda i i bi lédés hémle yé inyu “bañga i bipôdôl bi bapôdôl.” —2 Pétrô 1:16-19."
366,"17, 18. a) Pourquoi sommes- nous certains que ce sont les Témoins de Jéhovah qui prêchent la bonne nouvelle à notre époque ?","17, 18.  Inyuki di nla ba nkwook nkaa le Mbôgi Yéhôva yon i añal ñañ nlam u Ane i len ini?"
367,"9, 10. a) Quel ordre de Jéhovah va changer la vie de Noé ?","9, 10.  Imbe oda i Yéhôva i bi héñha niñ i Nôa?"
368,"Mais après avoir étudié la Bible, il a changé d’avis.","Ndi mbus a bi nigil Bibel, a héñha mahoñol."
369,"Comme Jésus l’explique, quel changement a lieu à partir du ministère de Jean ?","Kiki Yésu a ntoñol, mambe mahéñha ma mbôdôl bôña ni nson u Yôhanes Nsôble?"
370,Des changements d’appétit et de poids ainsi que des troubles du sommeil sont fréquents.,"U nla nimis ngôñ je ni hilo, u bôdôl ki kôt."
371,"Vous ne pouvez rien faire pour changer votre passé, mais il y a des choses que vous pouvez faire pour que vous et vos proches connaissiez un bel avenir.","Tolakii u nla bé héñha mam ma bi tagbe, ngim mam i yé le u nla boñ kayéle we ni bôt u ngwés ni bana bilôl bilam."
372,"Encore une fois, parce que leur situation a changé.",Inyule mam ma bi témb ma héñha.
373,"Cette étude en motive beaucoup à changer de mode de vie, à exercer la foi et à se faire baptiser.","Hala a bi tinde ngandak ikété yap i héñha niñ yap, i unda le ba gwé hémle, ni i yila bikristen ni njel sôble."
374,"Avec gentillesse, encourage- le à faire des changements motivés par son amour pour Jéhovah .","Ni gwéha, ti nye makénd i nwas le gwéha yé inyu Yéhôva yon i tinde nye i lona mahéñha mu mam ma. —Bingéngén 27:11; Yôhanes 14:31"
375,"Nous ne pouvons pas toujours changer grand-chose à notre situation, mais nous pouvons modifier notre état d’esprit.","Di nla bé héñha bôlô yés hiki ngéda, ndi di nla héñha mahoñol di gwé inyu bôlô yés."
376,Remarque que c’est seulement après le tremblement de terre que la condition de cœur du gardien a changé.,Yimbe le: Ntat ndap mok a bi héñha ndik mbus hisi hi bi nyeñg.
377,Certains noms des jeunes cités dans cette brochure ont été changés.,Ngim môl i boñge ba wanda i i yé nsimga munu man kaat nunu i yé nhéñhaga.
378,Mais nous ne pouvons pas changer le passé.,Ndi di nla bé héñha mam.
379,"b) Quelle vie Sakura menait- elle, et grâce à quoi a- t- elle changé ?","Umbe ntén niñ Sakura a bééna, ni kii i bi hôla nye i tjôô wo?"
380,Quels changements faut- il effectuer quand on découvre la vérité ?,Mambe mahéñha di nlama boñ i pes mahoñol ni maboñok inyu somb maliga?
381,Comment imiter Joseph quand notre situation change de façon inattendue ?,Lelaa di nla kôna ndémbél i Yôsep to di mboma imbe ndutu?
382,"Dans ces deux articles, nous verrons comment garder notre paix intérieure et notre confiance dans notre Chef, le Christ, même quand des changements bouleversent notre vie.","Gwigil bini gwobiba bi ga hôla bés i tééda ñem nwee, ni i bôdôl Ñéga wés ñem le Kristô, ngéda mam ma mpémél bés i niñ yés, ma di bemek bé."
383,"Pour répondre à cette question, voyons comment, dans le passé, Jéhovah a dirigé son peuple en périodes de changements.","Nano inyu timbhe mbadga i, di tehe lelaa Yéhôva a bé éga litén jé ngéda kôba i ngeñ mahéñha ma bi bôña."
384,"De bonnes habitudes d’hygiène, c’est entre autres se laver les mains à l’eau et au savon avant de manger ou de manipuler de la nourriture, après avoir été aux toilettes, et après avoir lavé ou changé un bébé.","I ba mapubi i nkobla yak le di jôa moo ni sobe ni malép ilole di nje tole di ntihba bijek, ngéda u mpémél i luk, ni ngéda u mal nugus tole u nhéñha man mabadô ma masai."
385,« Une personne homosexuelle est née ainsi ; elle ne peut pas changer. »,"“Bôlôm ba ba nlalna baso bôlôm ba nla bé héñha libak jap, ba bi gwéé hala.”"
386,"Ainsi, malgré les changements de langues véhiculaires, la Parole de Dieu a duré.","Bañga i Djob i bi pei, tolakii hilémb hi libim li bôt hi bé héñha."
387,L’encadré de cet article met en évidence quelques-uns des changements remarquables dont parle la Bible.,Nkéñég matila i yigye ngim mahéñha ma hélha Bibel i mpôdôl.
388,A- t- il changé ?,Baa Satan a bi héñha ibôdôl nu a bi pahal bibuk bi?
389,"Dans cet article, certains prénoms ont été changés.",Di nhéñha môl ma ngim bôt.
390,"Elle voudrait même que son nom, qui signifie « Mon charme », soit changé en Mara, qui signifie « Amère ».","A nhoñol yak le ba nlama ha bé sébél nye le Naômi, nu a nkobla le “bilama gwem,” ndi ba nlama sébél nye le Mara, nu a nkobla le “Lilôli.”"
391,Comment nos chers anciens d’expérience ont- ils réagi à ce changement ?,Lelaa miñunuk mi mimañ mi di ngwés ngandak mi bi leege mahéñha ma?
392,Pour chaque objectif :,"Inyu hôla we i yônôs hiki njômbi, u béñge matode ma ma noñ:"
393,"À chaque fois, nous verrons un principe biblique qui peut nous être utile.","Inyu hiki ndémbél di ga yoñ, di ga tehe limbe litiñ li Bibel li nla hôla bés i yoñ makidik malam."
394,"Chaque fois, il y a largement assez pour tous.","Mu i ngélé iba, bijek bi yégle."
395,"Le culte familial, si nous le faisons chaque semaine.",I bégés Djob hiki ngéda ikété ndap lihaa i nla hôla bés.
396,Prie Jéhovah chaque jour.,Soohe Yéhôva hi kel.
397,"Chaque seconde, le Soleil dégage une énergie équivalant à l’explosion de plusieurs centaines de millions de bombes nucléaires.","Hiki tjaktjak nu a ntagbe, hiañgaa hi mpémés ngui i i nla kolna ni mbôgôl didun di bakindim ba ba nlôs nlélém ngéda."
398,7 Chaque chrétien doit s’examiner honnêtement pour voir s’il est disposé à pardonner et s’il a des relations pacifiques avec autrui.,"7 Hiki kristen i nlama wanba loñge loñge, i yi ni maliga, ibale a nwéhél bôt bape, a ban-ga ki maada ma nsañ ni bo."
399,14 Prépare- toi pour chaque réunion.,14 Kôôba hiki likoda.
400,"À chaque fois que les anciens et les parents sont amenés à discipliner quelqu’un sur la base des principes bibliques, ils doivent imiter Christ.","I bet ba gwé kunde i kodol bôt ni Bibel —ikété lihaa, ni ikété likoda —ba ñunda pék ngéda ba noñ ndémbél i Kristô."
401,"Alors, trouve- la par toi- même en « examinant soigneusement les Écritures chaque jour » .",Jon “wan Bitilna hi kel” inyu boñ le ‘wemede nyen u léba maliga.’ —Minson mi baôma 17:11.
402,Chaque disciple de Jésus doit comprendre l’importance de mettre les intérêts de Dieu en premier.,Hiki ngwélél Djob a nlama tehe nseñ i bii gwéñe bi Djob kiki jam li bisu i niñ yé.
403,"» Et pourtant, pendant plus de 14 ans, à chaque fois qu’il le pouvait, Don s’efforçait patiemment de se montrer gentil avec cet homme.","To hala, ikété iloo 14 nwii, Don a bi sal ibabé waa inyu hôla mut nu a bé niñik i mbaa nloñ."
404,"Cette appellation n’est pas fausse, puisque chaque Évangile contient « la bonne nouvelle concernant Jésus Christ » .","Bitembee bé bi, inyule hiki ñañ u gwé “ñañ nlam u Yésu Kristô.”"
405,Nous devons faire des efforts chaque jour pour rester propres.,Di nlama ba mapubi hiki kel.
406,"4 Un Témoin âgé, baptisé en 1946, a déclaré il y a quelques années : “ Je me suis fait un devoir d’être présent à chaque discours de baptême et d’écouter attentivement, comme s’il s’agissait de mon propre baptême.","4 Hala a yé ndék ñwii nano, mañ mut wada u u yila Mbôgi Yéhôva i ñwii 1946 a kal le: “Me bi kit le hiki ngéda nkwel u sôble u yé, me nlama ba ha inyu emble wo loñge loñge, wengoñle sôble yem i.”"
407,"Tout comme un berger prend bien soin de chacune de ses brebis, ils s’efforcent de connaître chaque membre de l’assemblée .","Kiki ntééda mintômba a nyamda yaga inyu yi hiki ntômba wé, mimañ mi mboñ bilia inyu yi hiki jô i likoda. —Bingéngén 27:23."
408,"Pour être heureux, il nous faut collaborer chaque jour avec lui et remplir la mission qu’il nous a donnée.",U ga ba maséé ibale u nyoñ bitelbene le minson nwoñ mi hiki kel mi hôla we i bugus gwéñe bi Ane.
409,"Chaque année, environ un demi-million d’enfants meurent de la diarrhée, principalement parce qu’ils ont été exposés à des excréments humains qui n’ont pas été bien traités.","Libim li ngéda hala a mbôña ndik inyule, bôt ba mboñ mahindi map to hee to hee, ba nyoñ bé to ngéda i pubus i homa nu."
410,"Après avoir identifié chaque élément de l’exemple, Jésus en dévoile le dénouement.","I mbus le a mal ti ndoñi i hiki jam mu hihéga hié, Yésu a nkal lelaa lisuk li ga ba."
411,"« Je buvais chaque mot qui était prononcé », expliquerait Arthur.",Arthur a kal le: “Me bé emble hiki yom ba bé kal.”
412,"En effet, il accorde de la valeur à la vie et croit que chaque humain est capable de se repentir et d’apprendre à faire le bien.","A ndiihe niñ i mut binam, a gwéhék ki le hiki mut a tam bibéba gwé, a nigil i boñ loñge."
413,"Chaque entrée de maison est pour moi une chaire , et j’ai prêché la bonne nouvelle du Royaume à beaucoup de gens.","Hiki ndap me nkoode, yon i yé me hikôma, me ma añle ki ngandak bôt ñañ nlam u Ane Djob.”"
414,"Quand chaque membre d’une famille se montre reconnaissant, toute la famille en tire profit.",Ndap lihaa yosôna i ñôt nseñ ngéda hiki wada wap a nyi ti mayéga.
415,La priorité de chaque chrétien doit être d’honorer Jéhovah et de protéger l’unité de l’assemblée .,"Inyu bikristen gwobisôna, jam li bisu li nlama ba i ti Yéhôva lipém ni tééda adna i likoda. —Yôhanes 13:34, 35; 1 Korintô 13:4, 5."
416,"À propos de cette déclaration divine, “ l’âme de la chair est dans le sang ”, la revue Scientific American a fait le commentaire suivant : “ Bien qu’il s’agisse là d’une métaphore, cette déclaration reste véridique, prise au sens littéral : chaque type de cellule sanguine est indispensable à la vie. ”","Inyu lipôdôl li Djob lini le, “niñ i minsôn i yéne mu matjél,” mbamble wada le Scientific American u nkal le: “U héya le matjél ma yé kiki bo yimbne i niñ, maliga momede ma yé le, hiki liton li matjél li yé nseñ ngandak inyu niñ.”"
417,"12 Dans les climats chauds, il peut être particulièrement difficile d’avoir un style vestimentaire correct, raisonnable et qui reflète le bon sens.","12 I ngéda lék i yé, i nla ba ndutu i boñ le mambot més ma yidis libak jés, ma bak ma kôli, ma undga ki le di gwé yi i bagal mam."
418,» Élie a vu un pain rond sur des pierres chaudes et une cruche d’eau.,"Élia a telep, a tehe mbômôk ôlô u nlék i ngii ngok, ni sop malép."
419,» L’ange a gentiment déposé devant lui un repas simple : de l’eau et un pain tout chaud.,"Hala nyen Élia a mboñ. Ni loñgeñem, añgel i nkôôbana nye ndék bijek, i nti nye malép ni mbômôk ôlô."
420,Cela nous a fait chaud au cœur d’accueillir pour cet évènement historique 20 frères et sœurs qui avaient été missionnaires au Portugal.,Kinje maséé i témb tehe 20 bilôk bikéé bi bôda ni bi bôlôm ba ba bi sal kiki basañal ba tôbôtôbô i loñ yés.
